Architecture: alexnet
Load dataset: 13.17 s
Compute features
0 / 5005	Time: 921.638 (921.638)
1399 / 5005	Time: 0.854 (1.582)
1400 / 5005	Time: 1.676 (1.582)
1401 / 5005	Time: 0.502 (1.582)
1402 / 5005	Time: 1.905 (1.582)
1403 / 5005	Time: 0.851 (1.581)
1404 / 5005	Time: 1.558 (1.581)
1405 / 5005	Time: 1.003 (1.581)
1406 / 5005	Time: 1.455 (1.581)
1407 / 5005	Time: 1.304 (1.581)
1408 / 5005	Time: 1.452 (1.580)
1409 / 5005	Time: 1.254 (1.580)
1410 / 5005	Time: 1.304 (1.580)
1411 / 5005	Time: 1.254 (1.580)
1412 / 5005	Time: 1.454 (1.580)
1413 / 5005	Time: 0.852 (1.579)
1414 / 5005	Time: 1.405 (1.579)
1415 / 5005	Time: 1.210 (1.579)
1416 / 5005	Time: 1.003 (1.578)
1417 / 5005	Time: 1.552 (1.578)
1418 / 5005	Time: 0.903 (1.578)
1419 / 5005	Time: 1.505 (1.578)
1420 / 5005	Time: 1.052 (1.577)
1421 / 5005	Time: 1.254 (1.577)
1422 / 5005	Time: 0.954 (1.577)
1423 / 5005	Time: 1.454 (1.577)
1424 / 5005	Time: 1.004 (1.576)
1425 / 5005	Time: 1.153 (1.576)
1426 / 5005	Time: 1.254 (1.576)
1427 / 5005	Time: 1.354 (1.576)
1428 / 5005	Time: 1.103 (1.575)
1429 / 5005	Time: 1.404 (1.575)
1430 / 5005	Time: 1.105 (1.575)
1431 / 5005	Time: 1.304 (1.575)
1432 / 5005	Time: 1.052 (1.574)
1433 / 5005	Time: 1.404 (1.574)
1434 / 5005	Time: 0.953 (1.574)
1435 / 5005	Time: 1.354 (1.574)
1436 / 5005	Time: 1.105 (1.573)
1437 / 5005	Time: 1.302 (1.573)
1438 / 5005	Time: 1.205 (1.573)
1439 / 5005	Time: 1.304 (1.573)
1440 / 5005	Time: 0.953 (1.572)
1441 / 5005	Time: 1.454 (1.572)
1442 / 5005	Time: 0.902 (1.572)
1443 / 5005	Time: 1.709 (1.572)
1444 / 5005	Time: 0.904 (1.571)
1445 / 5005	Time: 1.805 (1.571)
1446 / 5005	Time: 0.805 (1.571)
1447 / 5005	Time: 1.707 (1.571)
1448 / 5005	Time: 0.903 (1.571)
1449 / 5005	Time: 1.754 (1.571)
1450 / 5005	Time: 0.703 (1.570)
1451 / 5005	Time: 1.705 (1.570)
1452 / 5005	Time: 0.904 (1.570)
1453 / 5005	Time: 1.605 (1.570)
1454 / 5005	Time: 0.955 (1.569)
1455 / 5005	Time: 1.404 (1.569)
1456 / 5005	Time: 1.108 (1.569)
1457 / 5005	Time: 1.254 (1.569)
1458 / 5005	Time: 1.504 (1.569)
1459 / 5005	Time: 1.404 (1.569)
1460 / 5005	Time: 1.154 (1.568)
1461 / 5005	Time: 1.604 (1.568)
1462 / 5005	Time: 1.004 (1.568)
1463 / 5005	Time: 1.554 (1.568)
1464 / 5005	Time: 0.853 (1.567)
1465 / 5005	Time: 2.106 (1.568)
1466 / 5005	Time: 0.354 (1.567)
1467 / 5005	Time: 2.105 (1.567)
1468 / 5005	Time: 0.553 (1.567)
1469 / 5005	Time: 2.055 (1.567)
1470 / 5005	Time: 0.303 (1.566)
1471 / 5005	Time: 2.006 (1.566)
1472 / 5005	Time: 0.352 (1.566)
1473 / 5005	Time: 2.306 (1.566)
1474 / 5005	Time: 0.204 (1.565)
1475 / 5005	Time: 2.305 (1.566)
1476 / 5005	Time: 0.503 (1.565)
1477 / 5005	Time: 2.155 (1.565)
1478 / 5005	Time: 0.402 (1.565)
1479 / 5005	Time: 2.054 (1.565)
1480 / 5005	Time: 0.300 (1.564)
1481 / 5005	Time: 2.255 (1.564)
1482 / 5005	Time: 0.100 (1.563)
1483 / 5005	Time: 2.363 (1.564)
1484 / 5005	Time: 0.037 (1.563)
1485 / 5005	Time: 2.320 (1.563)
1486 / 5005	Time: 0.038 (1.562)
1487 / 5005	Time: 2.167 (1.563)
1488 / 5005	Time: 0.038 (1.562)
1489 / 5005	Time: 2.523 (1.562)
1490 / 5005	Time: 0.037 (1.561)
1491 / 5005	Time: 2.385 (1.562)
1492 / 5005	Time: 0.037 (1.561)
1493 / 5005	Time: 2.606 (1.562)
1494 / 5005	Time: 0.152 (1.561)
1495 / 5005	Time: 2.506 (1.561)
1496 / 5005	Time: 0.252 (1.561)
1497 / 5005	Time: 2.356 (1.561)
1498 / 5005	Time: 0.803 (1.561)
1499 / 5005	Time: 1.908 (1.561)
1500 / 5005	Time: 0.702 (1.560)
1501 / 5005	Time: 1.804 (1.560)
1502 / 5005	Time: 0.803 (1.560)
1503 / 5005	Time: 1.654 (1.560)
1504 / 5005	Time: 0.701 (1.559)
1505 / 5005	Time: 1.703 (1.559)
1506 / 5005	Time: 0.601 (1.559)
1507 / 5005	Time: 1.709 (1.559)
1508 / 5005	Time: 0.703 (1.558)
1509 / 5005	Time: 1.654 (1.558)
1510 / 5005	Time: 0.753 (1.558)
1511 / 5005	Time: 1.504 (1.558)
1512 / 5005	Time: 0.703 (1.557)
1513 / 5005	Time: 1.654 (1.557)
1514 / 5005	Time: 0.902 (1.557)
1515 / 5005	Time: 1.454 (1.557)
1516 / 5005	Time: 1.504 (1.557)
1517 / 5005	Time: 1.858 (1.557)
1518 / 5005	Time: 1.554 (1.557)
1519 / 5005	Time: 1.103 (1.557)
1520 / 5005	Time: 1.304 (1.557)
1521 / 5005	Time: 1.005 (1.556)
1522 / 5005	Time: 1.607 (1.556)
1523 / 5005	Time: 0.953 (1.556)
1524 / 5005	Time: 1.759 (1.556)
1525 / 5005	Time: 0.853 (1.555)
1526 / 5005	Time: 1.804 (1.556)
1527 / 5005	Time: 0.855 (1.555)
1528 / 5005	Time: 1.805 (1.555)
1529 / 5005	Time: 0.602 (1.555)
1530 / 5005	Time: 2.103 (1.555)
1531 / 5005	Time: 0.652 (1.554)
1532 / 5005	Time: 1.955 (1.555)
1533 / 5005	Time: 0.652 (1.554)
1534 / 5005	Time: 1.906 (1.554)
1535 / 5005	Time: 0.602 (1.554)
1536 / 5005	Time: 1.755 (1.554)
1537 / 5005	Time: 0.651 (1.553)
1538 / 5005	Time: 1.805 (1.553)
1539 / 5005	Time: 0.653 (1.553)
1540 / 5005	Time: 2.108 (1.553)
1541 / 5005	Time: 0.500 (1.553)
1542 / 5005	Time: 1.705 (1.553)
1543 / 5005	Time: 0.701 (1.552)
1544 / 5005	Time: 1.955 (1.552)
1545 / 5005	Time: 0.752 (1.552)
1546 / 5005	Time: 2.054 (1.552)
1547 / 5005	Time: 0.853 (1.552)
1548 / 5005	Time: 1.905 (1.552)
1549 / 5005	Time: 0.352 (1.551)
1550 / 5005	Time: 2.155 (1.552)
1551 / 5005	Time: 0.350 (1.551)
1552 / 5005	Time: 2.205 (1.551)
1553 / 5005	Time: 0.300 (1.550)
1554 / 5005	Time: 2.256 (1.551)
1555 / 5005	Time: 0.502 (1.550)
1556 / 5005	Time: 2.358 (1.551)
1557 / 5005	Time: 0.904 (1.550)
1558 / 5005	Time: 1.755 (1.550)
1559 / 5005	Time: 0.602 (1.550)
1560 / 5005	Time: 1.905 (1.550)
1561 / 5005	Time: 0.753 (1.550)
1562 / 5005	Time: 1.761 (1.550)
1563 / 5005	Time: 0.753 (1.549)
1564 / 5005	Time: 1.605 (1.549)
1565 / 5005	Time: 0.754 (1.549)
1566 / 5005	Time: 1.654 (1.549)
1567 / 5005	Time: 0.802 (1.548)
1568 / 5005	Time: 1.705 (1.548)
1569 / 5005	Time: 0.706 (1.548)
1570 / 5005	Time: 1.908 (1.548)
1571 / 5005	Time: 0.652 (1.547)
1572 / 5005	Time: 1.804 (1.548)
1573 / 5005	Time: 0.653 (1.547)
1574 / 5005	Time: 1.804 (1.547)
1575 / 5005	Time: 0.752 (1.547)
1576 / 5005	Time: 1.654 (1.547)
1577 / 5005	Time: 0.755 (1.546)
1578 / 5005	Time: 1.656 (1.546)
1579 / 5005	Time: 0.953 (1.546)
1580 / 5005	Time: 1.705 (1.546)
1581 / 5005	Time: 0.806 (1.546)
1582 / 5005	Time: 1.506 (1.546)
1583 / 5005	Time: 0.953 (1.545)
1584 / 5005	Time: 1.454 (1.545)
1585 / 5005	Time: 1.051 (1.545)
1586 / 5005	Time: 1.404 (1.545)
1587 / 5005	Time: 0.902 (1.544)
1588 / 5005	Time: 1.503 (1.544)
1589 / 5005	Time: 0.854 (1.544)
1590 / 5005	Time: 1.705 (1.544)
1591 / 5005	Time: 0.803 (1.544)
1592 / 5005	Time: 1.705 (1.544)
1593 / 5005	Time: 0.804 (1.543)
1594 / 5005	Time: 1.454 (1.543)
1595 / 5005	Time: 2.206 (1.544)
1596 / 5005	Time: 1.955 (1.544)
1597 / 5005	Time: 0.552 (1.543)
1598 / 5005	Time: 2.207 (1.544)
1599 / 5005	Time: 0.702 (1.543)
1600 / 5005	Time: 2.656 (1.544)
1601 / 5005	Time: 0.403 (1.543)
1602 / 5005	Time: 2.772 (1.544)
1603 / 5005	Time: 0.036 (1.543)
1604 / 5005	Time: 2.674 (1.544)
1605 / 5005	Time: 0.036 (1.543)
1606 / 5005	Time: 2.571 (1.543)
1607 / 5005	Time: 0.038 (1.542)
1608 / 5005	Time: 2.470 (1.543)
1609 / 5005	Time: 0.039 (1.542)
1610 / 5005	Time: 2.418 (1.543)
1611 / 5005	Time: 0.036 (1.542)
1612 / 5005	Time: 2.470 (1.542)
1613 / 5005	Time: 0.036 (1.541)
1614 / 5005	Time: 3.322 (1.542)
1615 / 5005	Time: 0.038 (1.541)
1616 / 5005	Time: 2.476 (1.542)
1617 / 5005	Time: 0.038 (1.541)
1618 / 5005	Time: 3.005 (1.542)
1619 / 5005	Time: 0.602 (1.541)
1620 / 5005	Time: 2.356 (1.542)
1621 / 5005	Time: 1.154 (1.542)
1622 / 5005	Time: 1.357 (1.542)
1623 / 5005	Time: 1.203 (1.541)
1624 / 5005	Time: 1.404 (1.541)
1625 / 5005	Time: 1.302 (1.541)
1626 / 5005	Time: 2.306 (1.542)
1627 / 5005	Time: 0.756 (1.541)
1628 / 5005	Time: 1.953 (1.541)
1629 / 5005	Time: 0.760 (1.541)
1630 / 5005	Time: 1.955 (1.541)
1631 / 5005	Time: 0.402 (1.540)
1632 / 5005	Time: 1.956 (1.541)
1633 / 5005	Time: 0.352 (1.540)
1634 / 5005	Time: 2.005 (1.540)
1635 / 5005	Time: 0.408 (1.540)
1636 / 5005	Time: 2.606 (1.540)
1637 / 5005	Time: 0.253 (1.539)
1638 / 5005	Time: 2.506 (1.540)
1639 / 5005	Time: 0.255 (1.539)
1640 / 5005	Time: 2.355 (1.540)
1641 / 5005	Time: 0.603 (1.539)
1642 / 5005	Time: 2.056 (1.539)
1643 / 5005	Time: 0.602 (1.539)
1644 / 5005	Time: 2.003 (1.539)
1645 / 5005	Time: 0.602 (1.539)
1646 / 5005	Time: 2.155 (1.539)
1647 / 5005	Time: 0.703 (1.538)
1648 / 5005	Time: 2.305 (1.539)
1649 / 5005	Time: 0.602 (1.538)
1650 / 5005	Time: 2.254 (1.539)
1651 / 5005	Time: 0.202 (1.538)
1652 / 5005	Time: 2.206 (1.538)
1653 / 5005	Time: 0.301 (1.538)
1654 / 5005	Time: 2.257 (1.538)
1655 / 5005	Time: 0.150 (1.537)
1656 / 5005	Time: 2.156 (1.538)
1657 / 5005	Time: 0.202 (1.537)
1658 / 5005	Time: 2.005 (1.537)
1659 / 5005	Time: 0.151 (1.536)
1660 / 5005	Time: 1.658 (1.536)
1661 / 5005	Time: 0.204 (1.536)
1662 / 5005	Time: 1.406 (1.535)
1663 / 5005	Time: 0.303 (1.535)
1664 / 5005	Time: 1.456 (1.535)
1665 / 5005	Time: 0.099 (1.534)
1666 / 5005	Time: 1.905 (1.534)
1667 / 5005	Time: 0.252 (1.533)
1668 / 5005	Time: 2.106 (1.534)
1669 / 5005	Time: 0.352 (1.533)
1670 / 5005	Time: 2.107 (1.533)
1671 / 5005	Time: 0.403 (1.533)
1672 / 5005	Time: 1.860 (1.533)
1673 / 5005	Time: 0.452 (1.532)
1674 / 5005	Time: 1.806 (1.532)
1675 / 5005	Time: 0.557 (1.532)
1676 / 5005	Time: 1.604 (1.532)
1677 / 5005	Time: 0.250 (1.531)
1678 / 5005	Time: 1.636 (1.531)
1679 / 5005	Time: 0.038 (1.530)
1680 / 5005	Time: 1.655 (1.530)
1681 / 5005	Time: 0.903 (1.530)
1682 / 5005	Time: 1.905 (1.530)
1683 / 5005	Time: 0.654 (1.530)
1684 / 5005	Time: 1.956 (1.530)
1685 / 5005	Time: 0.553 (1.529)
1686 / 5005	Time: 1.956 (1.529)
1687 / 5005	Time: 0.552 (1.529)
1688 / 5005	Time: 2.006 (1.529)
1689 / 5005	Time: 0.352 (1.528)
1690 / 5005	Time: 2.006 (1.529)
1691 / 5005	Time: 0.351 (1.528)
1692 / 5005	Time: 2.259 (1.528)
1693 / 5005	Time: 0.152 (1.528)
1694 / 5005	Time: 2.304 (1.528)
1695 / 5005	Time: 0.152 (1.527)
1696 / 5005	Time: 2.417 (1.528)
1697 / 5005	Time: 0.036 (1.527)
1698 / 5005	Time: 1.868 (1.527)
1699 / 5005	Time: 0.038 (1.526)
1700 / 5005	Time: 2.068 (1.527)
1701 / 5005	Time: 0.040 (1.526)
1702 / 5005	Time: 2.773 (1.526)
1703 / 5005	Time: 0.038 (1.526)
1704 / 5005	Time: 2.472 (1.526)
1705 / 5005	Time: 0.038 (1.525)
1706 / 5005	Time: 2.570 (1.526)
1707 / 5005	Time: 0.038 (1.525)
1708 / 5005	Time: 2.319 (1.525)
1709 / 5005	Time: 0.038 (1.525)
1710 / 5005	Time: 2.219 (1.525)
1711 / 5005	Time: 0.036 (1.524)
1712 / 5005	Time: 2.317 (1.525)
1713 / 5005	Time: 0.036 (1.524)
1714 / 5005	Time: 2.420 (1.524)
1715 / 5005	Time: 0.036 (1.523)
1716 / 5005	Time: 2.163 (1.524)
1717 / 5005	Time: 0.038 (1.523)
1718 / 5005	Time: 2.670 (1.524)
1719 / 5005	Time: 0.039 (1.523)
1720 / 5005	Time: 2.520 (1.523)
1721 / 5005	Time: 0.038 (1.522)
1722 / 5005	Time: 2.314 (1.523)
1723 / 5005	Time: 0.038 (1.522)
1724 / 5005	Time: 2.459 (1.523)
1725 / 5005	Time: 0.151 (1.522)
1726 / 5005	Time: 2.415 (1.522)
1727 / 5005	Time: 0.038 (1.521)
1728 / 5005	Time: 2.369 (1.522)
1729 / 5005	Time: 0.038 (1.521)
1730 / 5005	Time: 2.270 (1.522)
1731 / 5005	Time: 0.038 (1.521)
1732 / 5005	Time: 2.720 (1.521)
1733 / 5005	Time: 0.039 (1.520)
1734 / 5005	Time: 2.520 (1.521)
1735 / 5005	Time: 0.038 (1.520)
1736 / 5005	Time: 2.370 (1.521)
1737 / 5005	Time: 0.038 (1.520)
1738 / 5005	Time: 2.656 (1.521)
1739 / 5005	Time: 0.037 (1.520)
1740 / 5005	Time: 2.555 (1.520)
1741 / 5005	Time: 0.202 (1.519)
1742 / 5005	Time: 2.406 (1.520)
1743 / 5005	Time: 0.151 (1.519)
1744 / 5005	Time: 2.154 (1.520)
1745 / 5005	Time: 0.352 (1.519)
1746 / 5005	Time: 2.357 (1.519)
1747 / 5005	Time: 0.150 (1.519)
1748 / 5005	Time: 2.156 (1.519)
1749 / 5005	Time: 0.453 (1.518)
1750 / 5005	Time: 1.755 (1.518)
1751 / 5005	Time: 1.053 (1.518)
1752 / 5005	Time: 1.255 (1.518)
1753 / 5005	Time: 1.153 (1.518)
1754 / 5005	Time: 1.154 (1.518)
1755 / 5005	Time: 1.106 (1.517)
1756 / 5005	Time: 1.254 (1.517)
1757 / 5005	Time: 0.903 (1.517)
1758 / 5005	Time: 1.004 (1.517)
1759 / 5005	Time: 1.053 (1.516)
1760 / 5005	Time: 1.103 (1.516)
1761 / 5005	Time: 1.104 (1.516)
1762 / 5005	Time: 1.158 (1.516)
1763 / 5005	Time: 1.304 (1.516)
1764 / 5005	Time: 1.052 (1.515)
1765 / 5005	Time: 1.604 (1.515)
1766 / 5005	Time: 0.703 (1.515)
1767 / 5005	Time: 1.655 (1.515)
1768 / 5005	Time: 0.702 (1.515)
1769 / 5005	Time: 1.504 (1.515)
1770 / 5005	Time: 0.752 (1.514)
1771 / 5005	Time: 1.604 (1.514)
1772 / 5005	Time: 0.601 (1.514)
1773 / 5005	Time: 1.602 (1.514)
1774 / 5005	Time: 0.710 (1.513)
1775 / 5005	Time: 1.504 (1.513)
1776 / 5005	Time: 0.805 (1.513)
1777 / 5005	Time: 1.504 (1.513)
1778 / 5005	Time: 1.104 (1.513)
1779 / 5005	Time: 1.453 (1.513)
1780 / 5005	Time: 1.352 (1.512)
1781 / 5005	Time: 1.403 (1.512)
1782 / 5005	Time: 1.304 (1.512)
1783 / 5005	Time: 1.053 (1.512)
1784 / 5005	Time: 1.310 (1.512)
1785 / 5005	Time: 1.204 (1.512)
1786 / 5005	Time: 0.954 (1.511)
1787 / 5005	Time: 1.151 (1.511)
1788 / 5005	Time: 1.053 (1.511)
1789 / 5005	Time: 1.404 (1.511)
1790 / 5005	Time: 1.104 (1.511)
1791 / 5005	Time: 1.154 (1.510)
1792 / 5005	Time: 1.154 (1.510)
1793 / 5005	Time: 1.003 (1.510)
1794 / 5005	Time: 1.310 (1.510)
1795 / 5005	Time: 0.954 (1.510)
1796 / 5005	Time: 1.105 (1.509)
1797 / 5005	Time: 0.803 (1.509)
1798 / 5005	Time: 1.304 (1.509)
1799 / 5005	Time: 0.702 (1.508)
1800 / 5005	Time: 1.352 (1.508)
1801 / 5005	Time: 0.702 (1.508)
1802 / 5005	Time: 1.159 (1.508)
1803 / 5005	Time: 1.354 (1.508)
1804 / 5005	Time: 1.254 (1.507)
1805 / 5005	Time: 1.353 (1.507)
1806 / 5005	Time: 0.904 (1.507)
1807 / 5005	Time: 1.605 (1.507)
1808 / 5005	Time: 0.753 (1.507)
1809 / 5005	Time: 1.354 (1.507)
1810 / 5005	Time: 0.904 (1.506)
1811 / 5005	Time: 1.355 (1.506)
1812 / 5005	Time: 0.804 (1.506)
1813 / 5005	Time: 1.507 (1.506)
1814 / 5005	Time: 1.003 (1.506)
1815 / 5005	Time: 1.404 (1.505)
1816 / 5005	Time: 1.354 (1.505)
1817 / 5005	Time: 0.702 (1.505)
1818 / 5005	Time: 1.607 (1.505)
1819 / 5005	Time: 0.752 (1.505)
1820 / 5005	Time: 1.706 (1.505)
1821 / 5005	Time: 0.602 (1.504)
1822 / 5005	Time: 1.854 (1.504)
1823 / 5005	Time: 0.552 (1.504)
1824 / 5005	Time: 1.502 (1.504)
1825 / 5005	Time: 1.003 (1.504)
1826 / 5005	Time: 1.254 (1.503)
1827 / 5005	Time: 0.854 (1.503)
1828 / 5005	Time: 1.505 (1.503)
1829 / 5005	Time: 1.102 (1.503)
1830 / 5005	Time: 1.304 (1.503)
1831 / 5005	Time: 1.355 (1.503)
1832 / 5005	Time: 1.255 (1.503)
1833 / 5005	Time: 1.705 (1.503)
1834 / 5005	Time: 0.755 (1.502)
1835 / 5005	Time: 1.905 (1.502)
1836 / 5005	Time: 0.803 (1.502)
1837 / 5005	Time: 1.805 (1.502)
1838 / 5005	Time: 0.854 (1.502)
1839 / 5005	Time: 1.454 (1.502)
1840 / 5005	Time: 1.004 (1.502)
1841 / 5005	Time: 1.505 (1.502)
1842 / 5005	Time: 0.954 (1.501)
1843 / 5005	Time: 1.555 (1.501)
1844 / 5005	Time: 0.801 (1.501)
1845 / 5005	Time: 1.454 (1.501)
1846 / 5005	Time: 0.803 (1.501)
1847 / 5005	Time: 1.655 (1.501)
1848 / 5005	Time: 0.803 (1.500)
1849 / 5005	Time: 1.502 (1.500)
1850 / 5005	Time: 0.853 (1.500)
1851 / 5005	Time: 1.402 (1.500)
1852 / 5005	Time: 1.004 (1.500)
1853 / 5005	Time: 1.454 (1.500)
1854 / 5005	Time: 1.056 (1.499)
1855 / 5005	Time: 1.203 (1.499)
1856 / 5005	Time: 0.853 (1.499)
1857 / 5005	Time: 1.957 (1.499)
1858 / 5005	Time: 0.803 (1.499)
1859 / 5005	Time: 1.760 (1.499)
1860 / 5005	Time: 0.403 (1.498)
1861 / 5005	Time: 1.912 (1.498)
1862 / 5005	Time: 0.045 (1.498)
1863 / 5005	Time: 1.854 (1.498)
1864 / 5005	Time: 0.603 (1.497)
1865 / 5005	Time: 1.909 (1.498)
1866 / 5005	Time: 0.553 (1.497)
1867 / 5005	Time: 2.053 (1.497)
1868 / 5005	Time: 0.553 (1.497)
1869 / 5005	Time: 2.004 (1.497)
1870 / 5005	Time: 0.453 (1.497)
1871 / 5005	Time: 2.205 (1.497)
1872 / 5005	Time: 0.252 (1.496)
1873 / 5005	Time: 2.313 (1.497)
1874 / 5005	Time: 0.037 (1.496)
1875 / 5005	Time: 2.419 (1.496)
1876 / 5005	Time: 0.038 (1.496)
1877 / 5005	Time: 2.469 (1.496)
1878 / 5005	Time: 0.038 (1.495)
1879 / 5005	Time: 2.268 (1.496)
1880 / 5005	Time: 0.037 (1.495)
1881 / 5005	Time: 2.321 (1.496)
1882 / 5005	Time: 0.039 (1.495)
1883 / 5005	Time: 2.256 (1.495)
1884 / 5005	Time: 0.302 (1.495)
1885 / 5005	Time: 2.155 (1.495)
1886 / 5005	Time: 0.102 (1.494)
1887 / 5005	Time: 2.056 (1.494)
1888 / 5005	Time: 0.402 (1.494)
1889 / 5005	Time: 2.718 (1.494)
1890 / 5005	Time: 0.036 (1.494)
1891 / 5005	Time: 2.371 (1.494)
1892 / 5005	Time: 0.038 (1.493)
1893 / 5005	Time: 2.519 (1.494)
1894 / 5005	Time: 0.039 (1.493)
1895 / 5005	Time: 2.269 (1.494)
1896 / 5005	Time: 0.036 (1.493)
1897 / 5005	Time: 2.369 (1.493)
1898 / 5005	Time: 0.041 (1.493)
1899 / 5005	Time: 2.619 (1.493)
1900 / 5005	Time: 0.038 (1.492)
1901 / 5005	Time: 2.569 (1.493)
1902 / 5005	Time: 0.037 (1.492)
1903 / 5005	Time: 2.469 (1.493)
1904 / 5005	Time: 0.038 (1.492)
1905 / 5005	Time: 2.473 (1.492)
1906 / 5005	Time: 0.038 (1.492)
1907 / 5005	Time: 2.321 (1.492)
1908 / 5005	Time: 0.038 (1.491)
1909 / 5005	Time: 2.719 (1.492)
1910 / 5005	Time: 0.038 (1.491)
1911 / 5005	Time: 2.473 (1.492)
1912 / 5005	Time: 0.038 (1.491)
1913 / 5005	Time: 2.671 (1.492)
1914 / 5005	Time: 0.036 (1.491)
1915 / 5005	Time: 2.418 (1.491)
1916 / 5005	Time: 0.037 (1.491)
1917 / 5005	Time: 2.519 (1.491)
1918 / 5005	Time: 0.040 (1.490)
1919 / 5005	Time: 2.320 (1.491)
1920 / 5005	Time: 0.037 (1.490)
1921 / 5005	Time: 2.574 (1.491)
1922 / 5005	Time: 0.038 (1.490)
1923 / 5005	Time: 2.519 (1.490)
1924 / 5005	Time: 0.038 (1.490)
1925 / 5005	Time: 2.319 (1.490)
1926 / 5005	Time: 0.038 (1.489)
1927 / 5005	Time: 1.869 (1.489)
1928 / 5005	Time: 0.038 (1.489)
1929 / 5005	Time: 1.819 (1.489)
1930 / 5005	Time: 0.038 (1.488)
1931 / 5005	Time: 2.719 (1.489)
1932 / 5005	Time: 0.037 (1.488)
1933 / 5005	Time: 2.469 (1.489)
1934 / 5005	Time: 0.036 (1.488)
1935 / 5005	Time: 2.618 (1.488)
1936 / 5005	Time: 0.036 (1.488)
1937 / 5005	Time: 2.419 (1.488)
1938 / 5005	Time: 0.038 (1.487)
1939 / 5005	Time: 2.468 (1.488)
1940 / 5005	Time: 0.036 (1.487)
1941 / 5005	Time: 2.520 (1.488)
1942 / 5005	Time: 0.038 (1.487)
1943 / 5005	Time: 2.620 (1.487)
1944 / 5005	Time: 0.038 (1.487)
1945 / 5005	Time: 2.619 (1.487)
1946 / 5005	Time: 0.038 (1.487)
1947 / 5005	Time: 2.574 (1.487)
1948 / 5005	Time: 0.036 (1.486)
1949 / 5005	Time: 2.568 (1.487)
1950 / 5005	Time: 0.036 (1.486)
1951 / 5005	Time: 2.606 (1.487)
1952 / 5005	Time: 0.252 (1.486)
1953 / 5005	Time: 2.305 (1.487)
1954 / 5005	Time: 0.854 (1.486)
1955 / 5005	Time: 1.709 (1.486)
1956 / 5005	Time: 0.603 (1.486)
1957 / 5005	Time: 1.861 (1.486)
1958 / 5005	Time: 0.653 (1.486)
1959 / 5005	Time: 1.705 (1.486)
1960 / 5005	Time: 1.004 (1.486)
1961 / 5005	Time: 1.755 (1.486)
1962 / 5005	Time: 1.352 (1.486)
1963 / 5005	Time: 1.202 (1.485)
1964 / 5005	Time: 1.555 (1.485)
1965 / 5005	Time: 0.252 (1.485)
1966 / 5005	Time: 1.353 (1.485)
1967 / 5005	Time: 0.853 (1.484)
1968 / 5005	Time: 1.705 (1.485)
1969 / 5005	Time: 0.953 (1.484)
1970 / 5005	Time: 1.756 (1.484)
1971 / 5005	Time: 0.853 (1.484)
1972 / 5005	Time: 1.804 (1.484)
1973 / 5005	Time: 1.004 (1.484)
1974 / 5005	Time: 1.953 (1.484)
1975 / 5005	Time: 0.858 (1.484)
1976 / 5005	Time: 1.705 (1.484)
1977 / 5005	Time: 0.804 (1.484)
1978 / 5005	Time: 1.704 (1.484)
1979 / 5005	Time: 0.853 (1.484)
1980 / 5005	Time: 1.853 (1.484)
1981 / 5005	Time: 1.403 (1.484)
1982 / 5005	Time: 1.704 (1.484)
1983 / 5005	Time: 1.104 (1.484)
1984 / 5005	Time: 1.703 (1.484)
1985 / 5005	Time: 1.003 (1.483)
1986 / 5005	Time: 1.759 (1.484)
1987 / 5005	Time: 0.904 (1.483)
1988 / 5005	Time: 2.005 (1.484)
1989 / 5005	Time: 0.652 (1.483)
1990 / 5005	Time: 2.106 (1.483)
1991 / 5005	Time: 0.602 (1.483)
1992 / 5005	Time: 2.283 (1.483)
1993 / 5005	Time: 0.201 (1.483)
1994 / 5005	Time: 2.156 (1.483)
1995 / 5005	Time: 0.352 (1.483)
1996 / 5005	Time: 2.104 (1.483)
1997 / 5005	Time: 0.903 (1.483)
1998 / 5005	Time: 1.654 (1.483)
1999 / 5005	Time: 0.507 (1.482)
2000 / 5005	Time: 1.652 (1.482)
2001 / 5005	Time: 0.302 (1.482)
2002 / 5005	Time: 1.808 (1.482)
2003 / 5005	Time: 0.151 (1.481)
2004 / 5005	Time: 1.986 (1.481)
2005 / 5005	Time: 0.038 (1.481)
2006 / 5005	Time: 1.859 (1.481)
2007 / 5005	Time: 0.036 (1.480)
2008 / 5005	Time: 2.005 (1.480)
2009 / 5005	Time: 0.400 (1.480)
2010 / 5005	Time: 2.156 (1.480)
2011 / 5005	Time: 0.351 (1.480)
2012 / 5005	Time: 2.055 (1.480)
2013 / 5005	Time: 0.502 (1.479)
2014 / 5005	Time: 2.056 (1.480)
2015 / 5005	Time: 1.053 (1.480)
2016 / 5005	Time: 1.204 (1.479)
2017 / 5005	Time: 1.060 (1.479)
2018 / 5005	Time: 1.352 (1.479)
2019 / 5005	Time: 1.103 (1.479)
2020 / 5005	Time: 1.607 (1.479)
2021 / 5005	Time: 1.203 (1.479)
2022 / 5005	Time: 1.454 (1.479)
2023 / 5005	Time: 1.152 (1.479)
2024 / 5005	Time: 1.156 (1.479)
2025 / 5005	Time: 1.003 (1.478)
2026 / 5005	Time: 1.303 (1.478)
2027 / 5005	Time: 0.754 (1.478)
2028 / 5005	Time: 1.560 (1.478)
2029 / 5005	Time: 0.707 (1.478)
2030 / 5005	Time: 1.254 (1.477)
2031 / 5005	Time: 0.901 (1.477)
2032 / 5005	Time: 1.304 (1.477)
